Sipariş No	Tedarikçi Barkod	Sipariş Miktarı	Tedarikçi Ürün Kodu	Tedarikçi Malzeme Adı	Kalem No	Stok Kodu	Stok Adı	Birim
SAS-5581743944	2604032209	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1430	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032269	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1440	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032331	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1450	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032332	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1460	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032151	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1470	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032131	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1480	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032130	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1490	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032126	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1500	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032329	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1510	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032279	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1520	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022800	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	1530	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604032271	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1540	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032018	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1550	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032063	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1560	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032064	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1570	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032065	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1580	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032066	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1590	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032033	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1600	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032031	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1610	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032047	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1620	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032046	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1630	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022862	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1640	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022863	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1650	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032101	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1660	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022864	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1670	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022865	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1680	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022874	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1690	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032075	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1700	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032117	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1710	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032100	1	120577756	27 FLEXI DUZ GRI 198x158x23,5	1720	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032043	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1730	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032042	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1740	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032045	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1750	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032044	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1760	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022820	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1770	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022819	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1780	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022818	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1790	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022817	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1800	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022821	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	1810	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032073	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1820	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032074	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1830	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032272	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1840	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2602260892	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1850	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022799	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	1860	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604061173	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1870	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061337	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1880	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061147	55	120240820	24 SOFT RULO BEYAZ 230x1,5	1890	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061165	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1900	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061162	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1910	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061161	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1920	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061160	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1930	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061158	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1940	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061157	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1950	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061175	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1960	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061151	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1970	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061149	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1980	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061335	75	120240820	24 SOFT RULO BEYAZ 230x1,5	1990	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061333	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2000	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061340	70	120240820	24 SOFT RULO BEYAZ 230x1,5	2010	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061330	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2020	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061150	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2030	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061152	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2040	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061153	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2050	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061163	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2060	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061167	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2070	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604061155	75	120240820	24 SOFT RULO BEYAZ 230x1,5	2080	HASURL0232	XXX SUNGER PU RULO 24 DNS BEYAZ 230X1,5 SOFT DUZ	METRE
SAS-5581743944	2604032021	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2090	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604032019	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2100	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604032020	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2110	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022809	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2120	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022808	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2130	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022802	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2140	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022801	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2150	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022810	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2160	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022796	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2170	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022797	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2180	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604022798	2	120578240	27 FLEXI DUZ GRI 198x158x20,5	2190	HASUPL11918	SUNGER PU PLAKA 27 DNS GRI 198X158X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604032278	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	2200	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022876	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	2210	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022877	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	2220	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040124	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2230	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040125	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2240	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040126	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2250	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040143	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2260	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040127	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2270	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032125	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	2280	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032121	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	2290	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040160	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2300	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040164	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2310	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040148	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2320	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040149	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2330	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040150	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2340	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040151	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2350	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040152	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2360	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040157	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2370	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040158	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2380	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604040159	2	120577753	27 FLEXI DUZ GRI 188x88x18,5	2390	HASUPL11909	SUNGER PU PLAKA 27 DNS GRI 188X88X18,5 FLEXI DUZ	Adet
SAS-5581743944	2604031176	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2400	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031177	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2410	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031175	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2420	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031174	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2430	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031178	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2440	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031179	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2450	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031183	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2460	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031191	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2470	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031190	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2480	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031180	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2490	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031181	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2500	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031182	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2510	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031194	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2520	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031193	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	2530	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604022875	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	2540	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604042371	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2550	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040051	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2560	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040050	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2570	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040049	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2580	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040047	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2590	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040048	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2600	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604031158	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	2610	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604031159	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	2620	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604031154	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	2630	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604040074	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2640	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040075	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2650	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040076	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2660	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040080	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2670	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040081	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2680	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032189	2	120577758	27 FLEXI DUZ GRI 198x198x23,5	2690	HASUPL11908	SUNGER PU PLAKA 27 DNS GRI 198X198X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032196	1	120577758	27 FLEXI DUZ GRI 198x198x23,5	2700	HASUPL11908	SUNGER PU PLAKA 27 DNS GRI 198X198X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032197	1	120577758	27 FLEXI DUZ GRI 198x198x23,5	2710	HASUPL11908	SUNGER PU PLAKA 27 DNS GRI 198X198X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032118	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	2720	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032201	1	120577758	27 FLEXI DUZ GRI 198x198x23,5	2730	HASUPL11908	SUNGER PU PLAKA 27 DNS GRI 198X198X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040105	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2740	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040095	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2750	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040094	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2760	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040093	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2770	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040088	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2780	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040070	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2790	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040073	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2800	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040071	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2810	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040063	1	120577755	27 FLEXI DUZ GRI 188x158x23,5	2820	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040061	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	2830	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032202	1	120577758	27 FLEXI DUZ GRI 198x198x23,5	2840	HASUPL11908	SUNGER PU PLAKA 27 DNS GRI 198X198X23,5 FLEXI DUZ	Adet
