Sipariş No	Tedarikçi Barkod	Sipariş Miktarı	Tedarikçi Ürün Kodu	Tedarikçi Malzeme Adı	Kalem No	Stok Kodu	Stok Adı	Birim
SAS-5581743944	2604011268	36	120508239	27 SOFT RULO BEYAZ 210x2,7	10	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011269	36	120508239	27 SOFT RULO BEYAZ 210x2,7	20	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011287	36	120508239	27 SOFT RULO BEYAZ 210x2,7	30	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011288	36	120508239	27 SOFT RULO BEYAZ 210x2,7	40	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011289	36	120508239	27 SOFT RULO BEYAZ 210x2,7	50	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011025	30	120508239	27 SOFT RULO BEYAZ 210x2,7	60	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011026	30	120508239	27 SOFT RULO BEYAZ 210x2,7	70	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011027	30	120508239	27 SOFT RULO BEYAZ 210x2,7	80	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011028	30	120508239	27 SOFT RULO BEYAZ 210x2,7	90	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011029	30	120508239	27 SOFT RULO BEYAZ 210x2,7	100	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011030	30	120508239	27 SOFT RULO BEYAZ 210x2,7	110	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011031	30	120508239	27 SOFT RULO BEYAZ 210x2,7	120	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011032	30	120508239	27 SOFT RULO BEYAZ 210x2,7	130	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011290	36	120508239	27 SOFT RULO BEYAZ 210x2,7	140	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011033	30	120508239	27 SOFT RULO BEYAZ 210x2,7	150	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011283	36	120508239	27 SOFT RULO BEYAZ 210x2,7	160	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011270	36	120508239	27 SOFT RULO BEYAZ 210x2,7	170	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011276	36	120508239	27 SOFT RULO BEYAZ 210x2,7	180	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011275	36	120508239	27 SOFT RULO BEYAZ 210x2,7	190	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011274	36	120508239	27 SOFT RULO BEYAZ 210x2,7	200	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011281	36	120508239	27 SOFT RULO BEYAZ 210x2,7	210	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011273	36	120508239	27 SOFT RULO BEYAZ 210x2,7	220	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011271	36	120508239	27 SOFT RULO BEYAZ 210x2,7	230	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011279	36	120508239	27 SOFT RULO BEYAZ 210x2,7	240	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011272	36	120508239	27 SOFT RULO BEYAZ 210x2,7	250	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011278	36	120508239	27 SOFT RULO BEYAZ 210x2,7	260	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011277	36	120508239	27 SOFT RULO BEYAZ 210x2,7	270	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011267	36	120508239	27 SOFT RULO BEYAZ 210x2,7	280	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604030599	89	120560749	50 VISCO PE BLOKCM BEYAZ 199x149	290	HASUBL0485	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X149X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604030580	88	120562830	50 VISCO PE BLOKCM BEYAZ 199x179	300	HASUBL0505	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X179X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604030605	89	120560749	50 VISCO PE BLOKCM BEYAZ 199x149	310	HASUBL0485	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X149X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2603230656	1	120063988	27 FLEXI DUZ GRI 198x158x5	320	HASUPL00704	SUNGER PU PLAKA 27 DNS GRI 198X158X5 FLEXI DUZ	Adet
SAS-5581743944	2603230653	9	120063988	27 FLEXI DUZ GRI 198x158x5	330	HASUPL00704	SUNGER PU PLAKA 27 DNS GRI 198X158X5 FLEXI DUZ	Adet
SAS-5581743944	2603230635	10	120067793	27 FLEXI DUZ GRI 198x158x4	340	HASUPL01091	SUNGER PU PLAKA 27 DNS GRI 198X158X4 FLEXI DUZ	Adet
SAS-5581743944	2603230757	8	120210504	27 FLEXI DUZ GRI 198x158x1,7	350	HASUPL05321	SUNGER PU PLAKA 27 DNS GRI 198X158X1,7 FLEXI DUZ	Adet
SAS-5581743944	2604031214	5	120047881	50 VISCO PE DUZ BEYAZ 198x158x5	360	HASUPL02058	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X158X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031203	5	120047881	50 VISCO PE DUZ BEYAZ 198x158x5	370	HASUPL02058	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X158X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031228	2	120047881	50 VISCO PE DUZ BEYAZ 198x158x5	380	HASUPL02058	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X158X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031183	5	120048845	50 VISCO PE DUZ BEYAZ 198x178x5	390	HASUPL02059	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X178X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031182	5	120048845	50 VISCO PE DUZ BEYAZ 198x178x5	400	HASUPL02059	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X178X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031175	5	120048845	50 VISCO PE DUZ BEYAZ 198x178x5	410	HASUPL02059	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X178X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031200	5	120047881	50 VISCO PE DUZ BEYAZ 198x158x5	420	HASUPL02058	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X158X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031201	5	120047881	50 VISCO PE DUZ BEYAZ 198x158x5	430	HASUPL02058	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X158X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2604031191	1	120048845	50 VISCO PE DUZ BEYAZ 198x178x5	440	HASUPL02059	SUNGER VISCO PLAKA 50 DNS BEYAZ 198X178X5 NORMAL DUZ (KAPALI HUCRE)	Adet
SAS-5581743944	2603230634	5	120534552	27 FLEXI DUZ GRI 198x158x2,7	450	HASUPL09619	SUNGER PU PLAKA 27 DNS GRI 198X158X2,7 FLEXI DUZ	Adet
SAS-5581743944	2603260101	107	120575364	27 DURA BLOKCM GRI 198x192	460	HASUBL0641	SUNGER PU BLOK 27 DNS GRI 198X192X120 DURA	M3
SAS-5581743944	2603290560	108	120204455	27 DURA BLOKCM GRI 198x138	470	HASUBL0049	SUNGER PU BLOK 27 DNS GRI 198X138X120 DURA	M3
SAS-5581743944	2603290561	108	120563803	27 DURA BLOKCM GRI 198x136	480	HASUBL0515	SUNGER PU BLOK 27 DNS GRI 198X136X120 DURA	M3
SAS-5581743944	2603250847	108	120576989	23 FLEXI BLOKCM MAVI 198x131	490	HASUBL0645	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X131X120	M3
SAS-5581743944	2603300005	110	120246162	23 FLEXI BLOKCM MAVI 198x151	500	HASUBL0336	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X151X120	M3
SAS-5581743944	2603300004	110	120246162	23 FLEXI BLOKCM MAVI 198x151	510	HASUBL0336	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 198X151X120	M3
SAS-5581743944	2603300012	110	120552048	23 FLEXI BLOKCM MAVI 188x78	520	HASUBL0401	SUNGER PU BLOK 23 DNS 190 NEWTON ACIK MAVI 188X78X120	M3
SAS-5581743944	2604030578	88	120562830	50 VISCO PE BLOKCM BEYAZ 199x179	530	HASUBL0505	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X179X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604030579	88	120562830	50 VISCO PE BLOKCM BEYAZ 199x179	540	HASUBL0505	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X179X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604030575	88	120568574	50 VISCO PE BLOKCM BEYAZ 198x158	550	HASUBL0594	SUNGER VISCO BLOK 50 DNS BEYAZ 198X158X120 NORMAL DUZ	M3
SAS-5581743944	2604030566	88	120568574	50 VISCO PE BLOKCM BEYAZ 198x158	560	HASUBL0594	SUNGER VISCO BLOK 50 DNS BEYAZ 198X158X120 NORMAL DUZ	M3
SAS-5581743944	2604030601	89	120560749	50 VISCO PE BLOKCM BEYAZ 199x149	570	HASUBL0485	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X149X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604030600	89	120560749	50 VISCO PE BLOKCM BEYAZ 199x149	580	HASUBL0485	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X149X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604022816	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	590	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022814	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	600	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022813	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	610	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022860	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	620	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604022861	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	630	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604031031	27	120507652	27 SOFT RULO BEYAZ 220x2,7	640	HASURL0171	SUNGER PU RULO 27 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603242851	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	650	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2603250020	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	660	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604011171	30	120508239	27 SOFT RULO BEYAZ 210x2,7	670	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2603310161	31	120507652	27 SOFT RULO BEYAZ 220x2,7	680	HASURL0171	SUNGER PU RULO 27 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603172039	42	120500970	24 SOFT RULO BEYAZ 210x2,7	690	HASURL0167	SUNGER PU RULO 24 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2603242844	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	700	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604011284	36	120508239	27 SOFT RULO BEYAZ 210x2,7	710	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2603231276	42	120509566	24 SOFT RULO BEYAZ 220x2,7	720	HASURL0168	SUNGER PU RULO 24 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011286	36	120508239	27 SOFT RULO BEYAZ 210x2,7	730	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2604030602	89	120560749	50 VISCO PE BLOKCM BEYAZ 199x149	740	HASUBL0485	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X149X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604030604	89	120560749	50 VISCO PE BLOKCM BEYAZ 199x149	750	HASUBL0485	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X149X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2604030603	89	120560749	50 VISCO PE BLOKCM BEYAZ 199x149	760	HASUBL0485	SUNGER VISCO BLOK 50 DNS BEYAZ FR 199X149X120 NORMAL DUZ (FR BS 7177)	M3
SAS-5581743944	2603242813	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	770	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2603310156	31	120507652	27 SOFT RULO BEYAZ 220x2,7	780	HASURL0171	SUNGER PU RULO 27 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603231339	42	120509566	24 SOFT RULO BEYAZ 220x2,7	790	HASURL0168	SUNGER PU RULO 24 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603231342	42	120509566	24 SOFT RULO BEYAZ 220x2,7	800	HASURL0168	SUNGER PU RULO 24 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603242814	36	120507297	23 FLEXI RULO BEYAZ 210x2,7	810	HASURL0165	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 210X2,7 DUZ	METRE
SAS-5581743944	2603231277	42	120509566	24 SOFT RULO BEYAZ 220x2,7	820	HASURL0168	SUNGER PU RULO 24 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2604011266	36	120508239	27 SOFT RULO BEYAZ 210x2,7	830	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2603242842	36	120507296	23 FLEXI RULO BEYAZ 220x2,7	840	HASURL0166	SUNGER PU RULO 23 DNS 190 NEWTON BEYAZ 220X2,7 DUZ	METRE
SAS-5581743944	2604011265	36	120508239	27 SOFT RULO BEYAZ 210x2,7	850	HASURL0170	SUNGER PU RULO 27 DNS BEYAZ 210X2,7 SOFT DUZ	METRE
SAS-5581743944	2603310157	31	120507652	27 SOFT RULO BEYAZ 220x2,7	860	HASURL0171	SUNGER PU RULO 27 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603310163	31	120507652	27 SOFT RULO BEYAZ 220x2,7	870	HASURL0171	SUNGER PU RULO 27 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603310170	31	120507652	27 SOFT RULO BEYAZ 220x2,7	880	HASURL0171	SUNGER PU RULO 27 DNS BEYAZ 220X2,7 SOFT DUZ	METRE
SAS-5581743944	2603300433	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	890	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2603300434	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	900	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2603300430	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	910	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604040062	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	920	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2603300437	2	120577757	27 FLEXI DUZ GRI 198x178x23,5	930	HASUPL11907	SUNGER PU PLAKA 27 DNS GRI 198X178X23,5 FLEXI DUZ	Adet
SAS-5581743944	2603300498	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	940	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2603300500	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	950	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604032233	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	960	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604040060	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	970	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040059	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	980	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040058	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	990	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040053	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	1000	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032330	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1010	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032283	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1020	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032284	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1030	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032280	2	120577754	27 FLEXI DUZ GRI 188x138x23,5	1040	HASUPL11904	SUNGER PU PLAKA 27 DNS GRI 188X138X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032234	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	1050	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604032236	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	1060	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604031155	2	120578241	27 FLEXI DUZ GRI 198x178x20,5	1070	HASUPL11919	SUNGER PU PLAKA 27 DNS GRI 198X178X20,5 FLEXI DUZ	Adet
SAS-5581743944	2604031189	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1080	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031184	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1090	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031173	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1100	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031284	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1110	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031334	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1120	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031188	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1130	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031186	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1140	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031335	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1150	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031338	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1160	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031336	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1170	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031192	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1180	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031285	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1190	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604031185	140	120006667	18 FLEXI RULO BEYAZ 220x0,8	1200	HASURL0046	SUNGER PU RULO 18 DNS BEYAZ 220X0,8 FLEXI DUZ	METRE
SAS-5581743944	2604040107	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	1210	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040106	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	1220	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040108	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	1230	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040118	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	1240	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604040096	2	120577755	27 FLEXI DUZ GRI 188x158x23,5	1250	HASUPL11905	SUNGER PU PLAKA 27 DNS GRI 188X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032102	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1260	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032113	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1270	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032115	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1280	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032156	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1290	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032114	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1300	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032157	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1310	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032180	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1320	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032181	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1330	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032155	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1340	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032154	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1350	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032153	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1360	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032191	2	120577758	27 FLEXI DUZ GRI 198x198x23,5	1370	HASUPL11908	SUNGER PU PLAKA 27 DNS GRI 198X198X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032192	2	120577758	27 FLEXI DUZ GRI 198x198x23,5	1380	HASUPL11908	SUNGER PU PLAKA 27 DNS GRI 198X198X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032185	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1390	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032184	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1400	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032228	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1410	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
SAS-5581743944	2604032213	2	120577756	27 FLEXI DUZ GRI 198x158x23,5	1420	HASUPL11906	SUNGER PU PLAKA 27 DNS GRI 198X158X23,5 FLEXI DUZ	Adet
